,Q
0,0.5557237600922721
1,0.555062956555171
2,0.4871083237216455
3,0.5348904267589389
4,0.5000720876585929
5,0.4692546136101499
6,0.5136485966935794
7,0.48618319876970395
8,0.5159193579392541
9,0.5092392349096501
10,0.5495842945021145
11,0.5127715301806999
12,0.5417988273740868
13,0.5244136870434448
14,0.5558799500192234
