,Q
0,0.49593689158995685
1,0.5030341269347594
2,0.505878279160395
3,0.4772741242510314
4,0.4891386836934764
5,0.4990779417383901
6,0.49945071386690765
7,0.4835061675528559
8,0.4996461569872545
9,0.5121870379619736
10,0.4860673820785757
11,0.506526312180765
12,0.5046572986122171
13,0.49189134519288
14,0.48336419918456525
