,Q
0,0.4353017137149548
1,0.4487218186003263
2,0.43194811572790304
3,0.4382053399966262
4,0.43926669985017563
5,0.44063042988709566
6,0.4413747736638167
7,0.435693828947598
8,0.4374993248346988
9,0.42157653798500755
10,0.42996614201821654
11,0.44136085487145266
12,0.43314378154060673
13,0.4397673608889413
14,0.43159484846797724
