,Q
0,-0.019935121107266446
1,-0.09349480968858122
2,-0.09349480968858122
3,-0.09349480968858122
4,-0.09349480968858122
5,-0.09349480968858122
6,-0.09349480968858122
7,-0.09349480968858122
8,-0.09349480968858122
9,-0.09349480968858122
10,-0.09349480968858122
11,-0.09349480968858122
12,-0.09349480968858122
13,-0.09349480968858122
14,-0.09349480968858122
