nmi,ari,pur
0.3733877384963689,0.13912897400592114,0.21739130434782608
0.3635713598358794,0.13329214121043928,0.21739130434782608
0.3342360053043727,0.12919129024414117,0.21739130434782608
0.34307115507872,0.11549757865681756,0.21739130434782608
0.327547778015134,0.10996922088436818,0.21739130434782608
0.3486918998523801,0.12913843054069443,0.21739130434782608
0.3258678871570074,0.12192258263734085,0.21739130434782608
0.34822174057442323,0.13431581106104296,0.21739130434782608
0.34073305983701724,0.12017952449110048,0.21739130434782608
0.28647164719661955,0.10666798387704504,0.20869565217391303
0.32994981716276145,0.128457504332853,0.21739130434782608
0.36380642792173434,0.14247456956686746,0.21739130434782608
0.31698658879789166,0.11254615303326433,0.2
0.340247725453822,0.13336760289999186,0.21739130434782608
0.3396684965353338,0.12226769042981607,0.21739130434782608
