nmi,ari,pur
0.36694689180174944,0.5118432542523828,0.959731543624161
0.36425311691722323,0.5066475702004988,0.959731543624161
0.3736694403600708,0.5201152159117589,0.961744966442953
0.37278046794029623,0.5186438367859866,0.9644295302013423
0.3754463234073209,0.5236367500643987,0.9630872483221476
0.3725424257378267,0.5193676676634695,0.9630872483221476
0.3756430951298594,0.5224178558141348,0.9657718120805369
0.37626539327361697,0.5229763549699137,0.963758389261745
0.3733545550393126,0.5203759504799337,0.9630872483221476
0.3650108883943276,0.5083921951179426,0.9557046979865772
0.3710197950096973,0.5167140638459193,0.963758389261745
0.38464063150857414,0.5359827445952683,0.9677852348993289
0.3712083086121829,0.5193502884366796,0.961744966442953
0.36953582688855036,0.5145810550538694,0.9604026845637584
0.36752091561890043,0.5135748607375276,0.9590604026845637
