nmi,ari,pur
0.07935893499437434,0.03624925877226905,0.5229007633587787
0.034837088208138245,0.0008770325519275318,0.4580152671755725
0.0960891197073101,0.06494249101463123,0.5305343511450382
0.09225449902972438,0.05969601660003716,0.5305343511450382
0.028262468632955742,0.0005711941908335782,0.46946564885496184
0.07053458301490578,0.015778916736160928,0.5114503816793893
0.09110074942405291,0.03172904003884882,0.5152671755725191
0.06955152687323964,0.01798945707368203,0.5038167938931297
0.06470341167175556,0.038212853635046805,0.5229007633587787
0.0813428187037432,0.012763685404843132,0.5076335877862596
0.04022028923469106,0.013799816681037354,0.4541984732824427
0.04570366471941202,0.01912596210088481,0.4961832061068702
0.06733666452732862,0.04228137446962593,0.5267175572519084
0.07752209296227829,0.007396487456596123,0.5076335877862596
0.07347056395028209,0.01315223459852275,0.5152671755725191
