nmi,ari,pur
0.7531911842023522,0.8117198165951982,0.9516129032258065
0.09492539015979701,0.03160249585596273,0.6774193548387096
0.25447928134212655,0.05754157038648,0.6774193548387096
0.21924469268146984,0.19200085792466015,0.7258064516129032
0.7531911842023522,0.8117198165951982,0.9516129032258065
0.8141131499687286,0.8720943340923951,0.967741935483871
0.8141131499687286,0.8720943340923951,0.967741935483871
0.8141131499687286,0.8720943340923951,0.967741935483871
0.7531911842023522,0.8117198165951982,0.9516129032258065
0.8141131499687286,0.8720943340923951,0.967741935483871
0.24056835070206398,0.03668730658946047,0.6774193548387096
0.8141131499687286,0.8720943340923951,0.967741935483871
0.8141131499687286,0.8720943340923951,0.967741935483871
0.8888359488640809,0.9348340301822881,0.9838709677419355
0.17708684594462049,-0.04045700229795773,0.6774193548387096
