nmi,ari,pur
0.2757129094843995,0.29142341086704543,0.7238095238095238
0.010395522979913445,-0.009832521154269497,0.4666666666666667
0.1421661251040576,0.11578074081303903,0.6571428571428571
0.03560323260982088,0.053631902890758726,0.47619047619047616
0.374640820964911,0.31755538938462896,0.7619047619047619
0.13110236531407152,0.16481619746499818,0.6476190476190476
0.07731379226188688,0.06171983149107676,0.5428571428571428
0.08912840531960216,0.07340029674243863,0.5333333333333333
0.002390289836960991,-0.006837736816129506,0.4666666666666667
0.1774468433263288,0.15453172941119173,0.6571428571428571
0.1434829503091309,0.12635184650574044,0.6285714285714286
0.08423936779902925,-0.013241457910009104,0.5333333333333333
0.0,0.0,0.4666666666666667
0.12718529996208489,0.10471239043003608,0.5904761904761905
0.1177435307788145,0.048429243808417906,0.5714285714285714
