nmi,ari,pur
0.7682090800265927,0.6247362224519604,0.7652173913043478
0.8027293966965591,0.6476162938278816,0.7739130434782608
0.8238315234314109,0.7151327928516202,0.808695652173913
0.7992420568061618,0.6541384904215956,0.782608695652174
0.8233756375973194,0.6989401128811548,0.8
0.8328986936408654,0.7099414350824959,0.8347826086956521
0.8322329398908359,0.7146322805832456,0.808695652173913
0.8501073387738304,0.7518271484279838,0.8260869565217391
0.8402573956959907,0.7250815093078371,0.8260869565217391
0.8386969538870244,0.7187372364457102,0.8347826086956521
0.8391834244461595,0.7375213106267711,0.8260869565217391
0.8312315145594191,0.7145077212042924,0.8173913043478261
0.8065844540351272,0.6854601461118688,0.808695652173913
0.8368908517979189,0.71370475862159,0.8260869565217391
0.8322316846231976,0.7123929635835834,0.8260869565217391
0.6930133453951678,0.4611953834589654,0.6869565217391305
0.7781810412981847,0.6018018001434003,0.7652173913043478
0.7638632005907958,0.5963437713333136,0.7652173913043478
0.7764458121882392,0.6091856597840497,0.7739130434782608
0.778465775341856,0.6031379011646708,0.7739130434782608
0.775104150458461,0.6100318178095466,0.7739130434782608
0.7940157054875431,0.641488310224164,0.8
0.7839903199768581,0.6265218278176715,0.782608695652174
0.7894436542794848,0.6408682101031526,0.8
0.7822513302623905,0.6382750342686809,0.8
0.8128053803575911,0.6817417649074878,0.8260869565217391
0.773968237225003,0.6281335686232757,0.782608695652174
0.800122768335192,0.6653074083634853,0.8173913043478261
0.8222660177727665,0.7116853281944913,0.8434782608695652
0.8545987913682811,0.7618801042250533,0.8695652173913043
0.6416705716518643,0.4185508784505641,0.6173913043478261
0.7185880709352198,0.5144866696346138,0.6869565217391305
0.7650197466192783,0.5709781639614705,0.7130434782608696
0.7783061657682814,0.6072100977259377,0.7478260869565218
0.8037121034500476,0.6404831189437087,0.7565217391304347
0.7955514098237182,0.6288968678946835,0.7565217391304347
0.8165628146125486,0.6591127411577113,0.7739130434782608
0.8013941519958916,0.6401994523386619,0.7652173913043478
0.7621886346730167,0.590766895636819,0.7391304347826086
0.8025149335458948,0.6397729911787097,0.7565217391304347
0.8058665094061775,0.6560544379050957,0.782608695652174
0.801234003660502,0.646208206464629,0.782608695652174
0.8010898909625238,0.6410975188132144,0.7652173913043478
0.7977774958969645,0.6404831189437087,0.7565217391304347
0.8025597925093702,0.6436367657583885,0.7652173913043478
0.7509179759549399,0.5731547842986608,0.7217391304347827
0.7912195611125059,0.6467051485033768,0.7739130434782608
0.8227026094881382,0.6959554904831625,0.7913043478260869
0.8513527412215494,0.7501508815013492,0.8347826086956521
0.8493788008944951,0.7381141019171468,0.8260869565217391
0.8400250093886383,0.7260338781752341,0.8173913043478261
0.8207709920350393,0.7110043206066484,0.8
0.8278372672318675,0.7171098631290432,0.808695652173913
0.8518031526302328,0.7594808014248913,0.8260869565217391
0.8450816003976966,0.74170581171159,0.8347826086956521
0.8197937436499816,0.7095137590943718,0.8173913043478261
0.8104197817205798,0.6847557594276626,0.7913043478260869
0.8330151531049329,0.7354264906962275,0.808695652173913
0.8037397309052283,0.6769727102503134,0.7913043478260869
0.8441643438775397,0.7372497846271208,0.8347826086956521
0.7524672742870384,0.5890040914958231,0.7478260869565218
0.7542853757808691,0.5949774643779354,0.7565217391304347
0.7751466179194587,0.6394032634089943,0.782608695652174
0.8081435622143306,0.7084705015185043,0.8260869565217391
0.8113306111654383,0.706640909575354,0.8173913043478261
0.787121022378481,0.6837490299606183,0.808695652173913
0.8135622406526134,0.6926198759037742,0.8173913043478261
0.7939478970210129,0.6984658075349047,0.8173913043478261
0.8150903208343346,0.7080458557424235,0.8173913043478261
0.8225532971345249,0.7372497846271208,0.8347826086956521
0.806105251987312,0.7147540270233027,0.8173913043478261
0.8133501333135351,0.7118391478740891,0.8173913043478261
0.7986491759435158,0.7005382074831185,0.8173913043478261
0.8290367127219733,0.7447975470944049,0.8434782608695652
0.8424346969984016,0.7656304003928208,0.8521739130434782
0.8042388740777776,0.6340610779623947,0.8
